"","Ortho","Phono","Length","LogFreq","meanRT","accuracy"
"29981","saleswoman","selzwUm@n",10,4.49,699.41935483871,1
"29982","salient","seli@nt",7,6.24,756.958333333333,0.857142857142857
"29983","salify","sal@f!",6,0,873.736842105263,0.612903225806452
"29984","saline","sel!n",6,6.11,759.923076923077,0.866666666666667
"29985","Salinger","sal@nJ#",8,4.85,938.782608695652,0.741935483870968
"29986","salinity","s@lIn@ti",8,5.26,1052.17391304348,0.766666666666667
"29987","Salisbury","sOlzbEri",9,6.4,868.481481481482,0.931034482758621
"29988","saliva","s@l!v@",6,7.04,765.357142857143,0.96551724137931
"29989","salivary","sal@vEri",8,4.75,897.238095238095,0.67741935483871
"29990","salivate","sal@vet",8,4.92,746.433333333333,1
"29991","salivation","sal@veS@n",10,3.61,814.142857142857,0.7
"29992","sallow","salo",6,3.5,810.304347826087,0.851851851851852
"29993","Sally","sali",5,8.37,621.5,1
"29994","salmon","sam@n",6,8.03,726.6,0.833333333333333
"29995","salmonella","salm@nEl@",10,6.45,888,0.866666666666667
"29996","salon","salAn",5,6.6,800.230769230769,0.866666666666667
"29997","salons","salAnz",6,4.93,680.740740740741,0.931034482758621
"29998","saloon","s@lun",6,6.29,799.615384615385,1
"29999","saloons","s@lunz",7,4.01,826.241379310345,0.966666666666667
"30000","salt","sOlt",4,9.63,606.034482758621,1
"30001","saltbush","sOltbUS",8,2.71,757.28,0.833333333333333
"30002","saltcellar","sOltsEl#",10,0,1067.86206896552,0.90625
"30003","salted","sOlt@d",6,5.85,670.379310344828,0.966666666666667
"30004","salter","sOlt#",6,6.23,734.586206896552,0.966666666666667
"30005","salting","sOltIN",7,4.37,637.666666666667,1
"30006","saltlick","sOltlIk",8,0,817.730769230769,0.896551724137931
"30007","saltpan","sOltpan",7,0,857.032258064516,1
"30008","salts","sOlts",5,7.07,633.428571428571,1
"30009","saltshaker","sOltSek#",10,1.79,741.620689655172,1
"30010","saltwater","sOltwOt#",9,6.24,664.068965517241,1
"30011","salty","sOlti",5,6.84,695,0.933333333333333
"30012","salutary","salj@tEri",8,4.22,1347.63157894737,0.575757575757576
"30013","salutation","salj@teSn",10,4.37,874.428571428571,0.96551724137931
"30014","salute","s@lut",6,7.19,653.655172413793,0.966666666666667
"30015","saluted","s@lut@d",7,4.96,750.72,0.862068965517241
"30016","Salvador","salv@dOr",8,7.75,735.925925925926,0.964285714285714
"30017","salvage","salv@J",7,7.54,730.964285714286,1
"30018","salvaging","salv@JIN",9,4.74,753.555555555556,0.964285714285714
"30019","salvation","salveSn",9,8.55,639.068965517241,1
"30020","salve","salv",5,7.52,857.478260869565,0.793103448275862
"30021","salves","salvz",6,3.76,741.823529411765,0.548387096774194
"30022","Sam","sam",3,10.17,641.518518518518,0.964285714285714
"30023","Samaritan","s@mar@t@n",9,5.87,924.896551724138,0.935483870967742
"30024","samba","samb@",5,7.8,681.95652173913,0.821428571428571
"30025","same","sem",4,12.9,642.333333333333,0.931034482758621
"30026","sameness","semn@s",8,5.04,796.407407407407,0.931034482758621
"30027","Sammy","sami",5,7.25,687.461538461538,0.962962962962963
"30028","Samoa","s@mo@",5,5.87,818.208333333333,0.8
"30029","Samoan","s@mo@n",6,4.95,923.51724137931,0.935483870967742
"30030","sample","sampL",6,10.09,650.103448275862,1
"30031","sampled","sampLd",7,7.26,710.888888888889,0.931034482758621
"30032","sampler","sampl#",7,8.11,680.576923076923,0.962962962962963
"30033","samplers","sampl#z",8,6.38,678.51724137931,1
"30034","samples","sampLz",7,9.32,682.777777777778,0.964285714285714
"30035","sampling","sampLIN",8,8.26,645.703703703704,0.964285714285714
"30036","Sampson","sampsn",7,6.72,749.068965517241,0.966666666666667
"30037","Samuel","samju@l",6,8.77,807.714285714286,0.933333333333333
"30038","Samuels","samju@lz",7,5.47,732.689655172414,0.966666666666667
"30039","samurai","sam#r!",7,8.09,806.392857142857,0.933333333333333
"30040","sanatorium","san@tOri@m",10,3.47,929.551724137931,0.935483870967742
"30041","Sanchez","sanCEz",7,7.51,746.793103448276,0.935483870967742
"30042","Sancho","sAnCo",6,4.48,938.107142857143,0.903225806451613
"30043","sanctified","saNkt@f!d",10,5.99,997.107142857143,0.96551724137931
"30044","sanctify","saNkt@f!",8,4.58,838,0.96551724137931
"30045","sanctimonious","saNkt@moni@s",13,5.75,1257.09090909091,0.785714285714286
"30046","sanctimony","saNkt@moni",10,3.69,1076.34615384615,0.866666666666667
"30047","sanction","saNkSn",8,7.21,738.428571428571,0.903225806451613
"30048","sanctioned","saNkSnd",10,7.51,850.793103448276,1
"30049","sanctions","saNkSnz",9,8.17,803.129032258065,0.911764705882353
"30050","sanctity","saNkt@ti",8,6.18,857.363636363636,0.814814814814815
"30051","sanctuary","saNkCuEri",9,8.66,860.37037037037,0.964285714285714
"30052","sanctum","saNkt@m",7,5.38,792.857142857143,1
"30053","sand","sand",4,9.22,632.448275862069,1
"30054","sandal","santL",6,4.98,804.321428571429,0.933333333333333
"30055","sandals","santLz",7,7.6,643.518518518518,0.964285714285714
"30056","sandalwood","santLwUd",10,3.95,880.153846153846,0.866666666666667
"30057","sandbag","sandbag",7,4.77,650.068965517241,1
"30058","sandbank","sandbaNk",8,2.08,680.384615384615,0.928571428571429
"30059","sandbar","sandbAr",7,4.74,742.793103448276,1
"30060","sandbars","sandbArz",8,3,727.28125,1
"30061","sandblast","sandblast",9,3.58,757.8125,1
"30062","sandbox","sandbAks",7,5.81,625.888888888889,0.931034482758621
"30063","sandcastle","sandkAs@l",10,3.5,779.888888888889,0.931034482758621
"30064","sander","sant#",6,6.69,705.7,1
"30065","sanding","santIN",7,6.23,731.653846153846,0.928571428571429
"30066","sandman","sandman",7,8.03,694.928571428571,1
"30067","sandpaper","sandpep#",9,5.95,660.178571428571,0.96551724137931
"30068","sandpiper","sandp!p#",9,4.38,754.888888888889,1
"30069","sandpit","sandpIt",7,2.83,719.566666666667,1
"30070","Sandra","sandr@",6,8.06,801.833333333333,1
"30071","sands","sandz",5,7.33,657.53125,1
"30072","sandstone","sandston",9,5.42,670.931034482759,1
"30073","sandstorm","sandstOrm",9,7.38,733.653846153846,0.962962962962963
"30074","sandwich","sanwIJ",8,7.75,664.51724137931,1
"30075","sandwiches","sanwIJ@z",10,6.94,625.448275862069,0.966666666666667
"30076","sandy","santi",5,8.52,746.724137931035,1
"30077","sane","sen",4,8.28,621.633333333333,0.967741935483871
"30078","saner","sen#",5,5.13,1075.73684210526,0.633333333333333
"30079","sanest","senIst",6,3.56,901.181818181818,0.733333333333333
"30080","sang","saN",4,8.56,620.966666666667,1
"30081","sangria","saNgri@",7,7.04,959.190476190476,0.75
"30082","sanguine","saNgwIn",8,5.09,904.727272727273,0.392857142857143
"30083","sanguineous","saNgwIni@s",11,0,1207.55555555556,0.3
"30084","Sanhedrin","sanhEdrIn",9,5.23,1104.18181818182,0.407407407407407
"30085","sanitarium","san@tEri@m",10,4.6,991.307692307692,0.896551724137931
"30086","sanitary","san@tEri",8,6.16,716.7,0.967741935483871
"30087","sanitation","san@teSn",10,6.53,863.259259259259,0.9
"30088","sanity","san@ti",6,7.99,760.551724137931,0.966666666666667
"30089","sank","saNk",4,7.02,623,0.96551724137931
"30090","sans","sanz",4,7.95,662.47619047619,0.724137931034483
"30091","Sanskrit","sanskrIt",8,6.95,1111.40909090909,0.709677419354839
"30092","Santa","sant@",5,10.05,703.344827586207,1
"30093","sap","sap",3,8.22,700.758620689655,1
"30094","sapling","saplIN",7,4.25,806,0.933333333333333
"30095","sapped","sapt",6,3.97,742.458333333333,0.857142857142857
"30096","sapphire","saf!r",8,7.95,674.612903225806,1
"30097","sapping","sapIN",7,3.4,786.483870967742,1
"30098","sappy","sapi",5,5.97,742.857142857143,0.96551724137931
"30099","saps","saps",4,5.92,685.033333333333,1
"30100","Sara","sAr@",4,7.81,632.967741935484,1
"30101","Sarah","sEr@",5,8.95,650.259259259259,1
"30102","Sarasota","sar@sot@",8,6.52,789.592592592593,0.931034482758621
"30103","Saratoga","sar@tog@",8,6.77,784.392857142857,1
"30104","sarcasm","sArkazm",7,8.29,787.642857142857,1
"30105","sarcasms","sArkazmz",8,2.77,741.214285714286,1
"30106","sarcastic","sArkastIk",9,7.95,839.962962962963,0.931034482758621
"30107","sarcastically","sArkastIkli",13,6.09,992.633333333333,0.967741935483871
"30108","sarcophagus","sArkAf@g@s",11,4.68,1132.47619047619,0.67741935483871
"30109","sardine","sArdin",7,4.64,735.321428571429,1
"30110","sardines","sArdinz",8,5.5,780.230769230769,0.896551724137931
"30111","sardonic","sArdAnIk",8,4.93,832.590909090909,0.758620689655172
"30112","sarong","s#rON",6,3.95,802.304347826087,0.766666666666667
"30113","sarsaparilla","sArs@p#rIl@",12,2.94,1138.07692307692,0.448275862068966
"30114","sash","saS",4,5.73,696,1
"30115","sass","sas",4,5,692.821428571429,0.96551724137931
"30116","sassafras","sas@fras",9,4.38,993.833333333333,0.620689655172414
"30117","sassing","sasIN",7,1.39,703.625,0.96
"30118","sassy","sasi",5,5.86,650.133333333333,1
"30119","sat","sat",3,10.41,657.607142857143,0.96551724137931
"30120","Satan","setn",5,8.87,749.75,0.96969696969697
"30121","Satanic","s@tanIk",7,7.91,832.285714285714,0.933333333333333
"30122","Satanism","setnIzm",8,7.17,970.428571428571,0.933333333333333
"30123","satchel","saC@l",7,5.46,791.88,0.892857142857143
"30124","sate","set",4,4.68,732.333333333333,0.6
"30125","satellite","satL!t",9,9.64,692.357142857143,0.96551724137931
"30126","satellites","satL!ts",10,8.21,761.51724137931,0.966666666666667
"30127","satiable","seS@bL",8,1.79,955.478260869565,0.766666666666667
"30128","satiate","seSiet",7,4.09,908.857142857143,0.5
"30129","satiety","s@t!@ti",7,3.22,933.833333333333,0.206896551724138
"30130","satin","satn",5,7.33,676.925925925926,0.870967741935484
"30131","satinwood","satnwUd",9,0,982.954545454545,0.785714285714286
"30132","satire","sat!r",6,7.4,690.962962962963,0.964285714285714
"30133","satires","sat!rz",7,4.33,815.92,0.862068965517241
"30134","satiric","s@tIrIk",7,4.61,1002.54545454545,0.709677419354839
"30135","satirical","s@tIrIkL",9,6.11,1069.6,0.714285714285714
"30136","satirically","s@tIrIkli",11,3.26,1150.88235294118,0.586206896551724
"30137","satirist","sat@rIst",8,4.44,1171.6,0.833333333333333
"30138","satirize","sat@r!z",8,3.91,928.916666666667,0.75
"30139","satirizes","sat@r!z@z",9,2.71,963.55,0.645161290322581
"30140","satisfaction","sat@sfakSn",12,8.87,677.137931034483,1
"30141","satisfactions","sat@sfakSnz",13,3.33,754.62962962963,0.931034482758621
"30142","satisfactorily","sat@sfakt#r@li",14,6.21,747.5,0.758620689655172
"30143","satisfactory","sat@sfakt#ri",12,7.84,693.142857142857,0.96551724137931
"30144","satisfied","sat@sf!d",9,9.27,677.821428571429,0.96551724137931
"30145","satisfies","sat@sf!z",9,6.67,714.827586206897,1
"30146","satisfy","sat@sf!",7,8.63,710.137931034483,1
"30147","satisfying","sat@sf!IN",10,7.93,690.793103448276,1
"30148","saturate","saC#ret",8,5.61,701.62962962963,0.931034482758621
"30149","saturated","saC#ret@d",9,7.17,800.068965517241,1
"30150","saturation","saC#reSn",10,6.9,791.538461538462,0.962962962962963
"30151","Saturday","sat#de",8,10.11,702.620689655172,0.966666666666667
"30152","Saturdays","sat#dez",9,7.25,663.870967741935,1
"30153","Saturn","sat#n",6,9.29,681.392857142857,0.96551724137931
"30154","Saturnalia","sat#neli@",10,3.5,1246.1,0.333333333333333
"30155","sauce","sOs",5,8.66,647.892857142857,1
"30156","sauced","sOst",6,2.08,680.533333333333,0.9375
"30157","saucepan","sOspan",8,6.4,719.785714285714,0.96551724137931
"30158","saucer","sOs#",6,7.15,654.741935483871,1
"30159","saucers","sOs#z",7,6.46,696.655172413793,1
"30160","sauces","sOs@z",6,6.13,664.931034482759,1
"30161","saucy","sOsi",5,4.8,705.107142857143,1
"30162","Saudi","s0ti",5,7.97,724.75,0.96551724137931
"30163","sauerkraut","s0rkr0t",10,4.88,942.518518518518,0.931034482758621
"30164","Saul","sOl",4,6.92,647.272727272727,0.846153846153846
"30165","sauna","sOn@",5,6.32,739.928571428571,0.96551724137931
"30166","saunter","sOnt#",7,3.76,936.066666666667,0.9375
"30167","sausage","sOsIJ",7,7.15,641.838709677419,1
"30168","sausages","sOsIJ@z",8,5.69,673.6,1
"30169","saute","sote",5,6.42,955.944444444444,0.620689655172414
"30170","savage","sav@J",6,8.55,629.964285714286,1
"30171","savagely","sav@Jli",8,5.36,806.71875,1
"30172","savagery","savIJ#ri",8,5.4,901.961538461538,0.866666666666667
"30173","savages","sav@J@z",7,6.05,715.59375,1
"30174","savanna","s@van@",7,4.89,838.555555555556,0.931034482758621
"30175","savannah","s@van@",8,8.73,734.607142857143,1
"30176","savant","savAnt",6,6.35,730.166666666667,0.692307692307692
"30177","save","sev",4,11.05,598.51724137931,0.966666666666667
"30178","saved","sevd",5,9.8,645.233333333333,1
"30179","saver","sev#",5,8.01,678.851851851852,0.964285714285714
"30180","saves","sevz",5,8.76,634.862068965517,1
"30181","saving","sevIN",6,9.42,635.366666666667,1
"30182","savings","sevINz",7,9.16,687.870967741935,1
"30183","savior","sevj#",6,7.43,805.275862068965,0.935483870967742
"30184","savor","sev#",5,5.86,728.555555555556,0.931034482758621
"30185","savored","sev#d",7,4.96,752.615384615385,0.896551724137931
"30186","savoring","sev#IN",8,5.32,749.551724137931,0.966666666666667
"30187","savory","sev#i",6,5.3,726.615384615385,0.928571428571429
"30188","savvy","savi",5,6.97,749.466666666667,0.9375
"30189","saw","sO",3,11.37,609.851851851852,1
"30190","sawdust","sOdVst",7,5.81,769.137931034483,1
"30191","sawhorse","sOhOrs",8,3.99,690.344827586207,0.966666666666667
"30192","sawing","sOIN",6,5.26,790.571428571429,0.903225806451613
"30193","sawmill","sOmIl",7,5.48,815.785714285714,0.96551724137931
"30194","saws","sOz",4,6.07,691.357142857143,0.96551724137931
"30195","Sawyer","sOj#",6,7.19,775.56,0.925925925925926
"30196","sax","saks",3,7.33,645.428571428571,1
"30197","Saxon","saksn",5,6.57,677.103448275862,1
"30198","Saxons","saksnz",6,5.15,679.689655172414,1
"30199","Saxony","saksni",6,5.02,795.130434782609,0.766666666666667
"30200","saxophone","saks@fon",9,6.32,688.827586206897,1
"30201","saxophonist","saks@fonIst",11,5.18,776.076923076923,0.896551724137931
"30202","say","se",3,12.79,634.225806451613,1
"30203","saying","seIN",6,11.47,694.965517241379,1
"30204","sayings","seINz",7,6.65,661.366666666667,1
"30205","sayonara","s!@nAr@",8,4.39,1158.76470588235,0.62962962962963
"30206","says","sEz",4,12.2,727.1,0.967741935483871
"30207","scab","skab",4,6.3,709.857142857143,0.96551724137931
"30208","scabbard","skab#d",8,4.68,883.192307692308,0.896551724137931
"30209","scabbed","skabd",7,3.3,934.225806451613,1
"30210","scabby","skabi",6,3.93,715.785714285714,1
"30211","scabies","skebiz",7,3.33,914.782608695652,0.821428571428571
"30212","scaffold","skafLd",8,4.39,886.34375,1
"30213","scaffolding","skafLdIN",11,4.52,775.275862068965,0.966666666666667
"30214","scaffoldings","skafLdINz",12,0,854.75,0.941176470588235
"30215","scalar","skel#",6,6.81,866.6875,0.533333333333333
"30216","scalawag","skal@wag",8,2.64,1095.80769230769,0.866666666666667
"30217","scald","skOld",5,4.74,758.576923076923,0.962962962962963
"30218","scalded","skOld@d",7,5.03,808.884615384615,0.928571428571429
"30219","scalding","skOldIN",8,4.68,738.444444444444,0.964285714285714
"30220","scale","skel",5,10.11,649.666666666667,1
"30221","scaled","skeld",6,7.26,765.928571428571,1
"30222","scales","skelz",6,8.27,673.096774193548,1
"30223","scallion","skalj@n",8,5.12,758.592592592593,0.964285714285714
"30224","scallop","skal@p",7,3.91,763.655172413793,1
"30225","scalloped","skal@pt",9,4.67,848.2,1
"30226","scallops","skal@ps",8,5.08,789.724137931035,1
"30227","scallywag","skaliwag",9,4.51,959.111111111111,0.9
"30228","scalp","skalp",5,7.18,690.137931034483,1
"30229","scalpel","skalp@l",7,5.31,817.307692307692,0.866666666666667
"30230","scaly","skeli",5,5.25,753.703703703704,0.9
"30231","scamp","skamp",5,4.8,795.708333333333,0.857142857142857
"30232","scamper","skamp#",7,4.32,825.964285714286,0.96551724137931
"30233","scampering","skamp#IN",10,3.58,937.793103448276,1
"30234","scampi","skampi",6,3.26,807.965517241379,1
"30235","scan","skan",4,9.55,643.035714285714,0.96551724137931
"30236","scandal","skantL",7,7.79,713.064516129032,1
"30237","scandalize","skantL!z",10,2.48,799.966666666667,0.967741935483871
"30238","scandalized","skantL!zd",11,4.06,770.344827586207,1
"30239","scandalizing","skantL!zIN",12,0,863.466666666667,1
"30240","scandalmonger","skantLmVNg#",13,4.45,1363.47619047619,0.67741935483871
"30241","scandalous","skantL@s",10,5.95,895.178571428571,0.96551724137931
"30242","scandals","skantLz",8,6.53,730.896551724138,1
"30243","Scandinavia","skant@nevi@",11,6.84,819.464285714286,0.96551724137931
"30244","Scandinavian","skant@nevi@n",12,6.97,989.310344827586,0.966666666666667
"30245","Scandinavians","skant@nevi@nz",13,5.24,949.666666666667,0.9
"30246","scanned","skand",7,8.22,829.153846153846,0.928571428571429
"30247","scanner","skan#",7,9.28,742.814814814815,0.964285714285714
"30248","scanners","skan#z",8,8.26,734.642857142857,0.96551724137931
"30249","scanning","skanIN",8,8.7,714.5,0.96969696969697
"30250","scans","skanz",5,7.67,739.074074074074,0.9
"30251","scant","skant",5,6.38,757.6,0.892857142857143
"30252","scanty","skanti",6,4.84,833.75,0.903225806451613
"30253","scapegoat","skepgot",9,6.38,890.296296296296,0.964285714285714
"30254","scapegoats","skepgots",10,5.64,864,0.966666666666667
"30255","scapula","skapj@l@",7,3.4,914.5,0.875
"30256","scar","skAr",4,7.46,718.214285714286,0.96551724137931
"30257","scarab","skar@b",6,7.62,845.1,0.689655172413793
"30258","scarce","skErs",6,7.54,716.653846153846,0.928571428571429
"30259","scarcely","skErsli",8,6.61,760.571428571429,1
"30260","scarcity","skErs@ti",8,6.42,947.666666666667,0.888888888888889
"30261","scare","skEr",5,8.36,686.103448275862,1
"30262","scarecrow","skErkro",9,7.75,878.466666666667,1
"30263","scarecrowish","skarkroIS",12,0,1144.08333333333,0.827586206896552
"30264","scared","skErd",6,8.95,755.923076923077,0.866666666666667
"30265","scaremonger","skErmVNg#",11,1.39,1154.63157894737,0.633333333333333
"30266","scarf","skArf",5,6.72,673.466666666667,1
"30267","scarface","skArfes",8,5.35,776.178571428571,0.933333333333333
"30268","scarify","skar@f!",7,2.71,1130.28571428571,0.5
"30269","scaring","skErIN",7,6.26,805.4,0.862068965517241
"30270","scarlet","skArl@t",7,7.47,652.037037037037,1
"30271","scarred","skArd",7,6.2,830.166666666667,0.827586206896552
"30272","scars","skArz",5,7.16,618.137931034483,1
"30273","scary","skEri",5,8.66,687.740740740741,0.964285714285714
"30274","scat","skat",4,6,661.967741935484,1
"30275","scathing","skeDIN",8,5.83,828.64,0.806451612903226
"30276","scathingly","skeDINli",10,3.53,953.04347826087,0.793103448275862
"30277","scatter","skat#",7,6.74,650.827586206897,1
"30278","scatterbrain","skat#bren",12,3.09,964,0.96875
"30279","scatterbrained","skat#brend",14,3,919.172413793103,1
"30280","scattered","skat#d",9,8.04,738.758620689655,1
"30281","scattergun","skat#gVn",10,2.4,876.689655172414,0.966666666666667
"30282","scattering","skat#IN",10,6.69,817.727272727273,1
"30283","scatters","skat#z",8,3.87,758.346153846154,0.962962962962963
"30284","scavenge","skav@nJ",8,4.44,806.444444444444,0.931034482758621
"30285","scavenger","skav@nJ#",9,7.44,750.296296296296,0.931034482758621
"30286","scavenging","skav@nJIN",10,7.89,912.038461538462,0.896551724137931
"30287","scenario","sInario",8,9.22,729.259259259259,0.9
"30288","scenarios","sInarioz",9,8.13,767.777777777778,0.964285714285714
"30289","scene","sin",5,10.37,1024.91666666667,0.888888888888889
"30290","sceneries","sin#riz",9,4.25,998.545454545455,0.758620689655172
"30291","scenery","sin#ri",7,8.06,835.307692307692,0.896551724137931
"30292","scenes","sinz",6,9.37,835.173913043478,0.793103448275862
"30293","sceneshifter","sinSIft#",12,0,1340.32,0.833333333333333
"30294","scenic","sinIk",6,7.23,782.416666666667,0.8
"30295","scenics","sinIks",7,3.91,932.8,0.606060606060606
"30296","scent","sEnt",5,7.8,722.035714285714,1
"30297","scented","sEnt@d",7,5.85,709.857142857143,0.96551724137931
"30298","sceptic","skEptIk",7,4.58,834.730769230769,0.962962962962963
"30299","sceptical","skEptIkL",9,6.3,884.565217391304,0.793103448275862
"30300","scepticism","skEptIsIzm",10,5.56,997.851851851852,0.9
"30301","sceptre","sEpt#",7,6.43,1131.07692307692,0.419354838709677
"30302","schedule","skEJul",8,9.79,677.296296296296,0.931034482758621
"30303","scheduled","skEJuld",9,9.36,833.172413793103,1
"30304","schedules","skEJulz",9,8.48,718.037037037037,1
"30305","scheduling","skEJulIN",10,8.45,722.75,1
"30306","schema","skim@",6,6.58,879.178571428571,0.875
"30307","schemata","skim@t@",8,3.56,1223.31818181818,0.6875
"30308","schematic","skImatIk",9,7.61,908.653846153846,0.866666666666667
"30309","schematically","skImatIkli",13,3.14,1206,0.78125
"30310","schematize","skim@t!z",10,0,1438.69230769231,0.433333333333333
"30311","scheme","skim",6,9.68,903.51724137931,0.935483870967742
"30312","schemer","skim#",7,4.11,1143.61111111111,0.666666666666667
"30313","schemes","skimz",7,8.66,938.608695652174,0.821428571428571
"30314","scheming","skimIN",8,5.5,1333.48148148148,0.870967741935484
"30315","schism","skIzm",6,6.78,970.130434782609,0.766666666666667
"30316","schizoid","skItsYd",8,5.06,1066,0.724137931034483
"30317","schizophrenia","skIts@frini@",13,6.65,927.379310344828,0.966666666666667
"30318","schizophrenic","skIts@frEnIk",13,6.56,1040.45833333333,0.923076923076923
"30319","schnapps","Snaps",8,4.22,814.04,0.833333333333333
"30320","schnitzel","SnItsL",9,3.37,1221.10526315789,0.703703703703704
"30321","scholar","skAl#",7,8.01,677.307692307692,0.896551724137931
"30322","scholarly","skAl#li",9,7.81,715.592592592593,0.931034482758621
"30323","scholars","skAl#z",8,8.72,700.4,1
"30324","scholarship","skAl#SIp",11,8.21,714.137931034483,1
"30325","scholarships","skAl#SIps",12,7.27,687.266666666667,1
"30326","scholastic","sk@lastIk",10,6.23,782.321428571429,0.96551724137931
"30327","scholastically","sk@lastIkli",14,2.48,1043.80769230769,0.896551724137931
"30328","scholasticism","sk@lastIsIzm",13,3.09,935.55,0.689655172413793
"30329","scholastics","sk@lastIks",11,4.22,793.62962962963,0.9
"30330","school","skul",6,11.69,796.3,1
"30331","schoolbooks","skulbUks",11,4.32,808.137931034483,1
"30332","schoolboy","skulbY",9,5.04,755.464285714286,1
"30333","schoolboys","skulbYz",10,3.89,761.535714285714,0.933333333333333
"30334","schoolchildren","skulCIldr@n",14,5.31,918.6,1
"30335","schooldays","skuldez",10,2.94,789.428571428571,1
"30336","schooled","skuld",8,5.41,827.866666666667,1
"30337","schoolfellow","skulfElo",12,0,922.178571428571,0.96551724137931
"30338","schoolgirl","skulg#l",10,5.15,760.8125,1
"30339","schoolgirlish","skulg#lIS",13,1.1,873.857142857143,1
"30340","schoolgirls","skulg#lz",11,3.99,744.9,1
"30341","schoolhouse","skulh0s",11,5.96,722.896551724138,1
"30342","schooling","skulIN",9,7.19,699.107142857143,1
"30343","schoolmaster","skulmast#",12,3.58,786.533333333333,1
"30344","schoolmate","skulmet",10,3.04,796.533333333333,1
"30345","schoolmates","skulmets",11,4.37,777.966666666667,1
"30346","schoolmistress","skulmIstr@s",14,2.64,1020.07407407407,0.84375
"30347","schoolroom","skulrum",10,4.01,801.857142857143,0.96551724137931
"30348","schools","skulz",7,10.31,683.571428571429,0.96551724137931
"30349","schoolwork","skulw#k",10,5.5,730.333333333333,1
"30350","schooner","skun#",8,4.87,935.1,0.714285714285714
"30351","Schwartz","SwOrts",8,8.25,758.892857142857,0.903225806451613
"30352","science","s!@ns",7,11.51,614.241379310345,1
"30353","sciences","s!@ns@z",8,9.88,930.758620689655,1
"30354","scientific","s!@ntIfIk",10,10.39,752.266666666667,0.967741935483871
"30355","scientifically","s!@ntIfIkli",14,7.48,872.964285714286,0.96551724137931
"30356","scientist","s!@ntIst",9,9.11,673.344827586207,1
"30357","scientists","s!@ntIsts",10,9.57,674.793103448276,1
"30358","Scientology","s!@ntAl@Ji",11,9.92,896.785714285714,1
"30359","scimitar","sImIt#",8,7.91,1054.4,0.5
"30360","scimitars","sImIt#z",9,3.37,1029.5,0.413793103448276
"30361","scintillate","sIntLet",11,2.48,1000.27777777778,0.6
"30362","scintillating","sIntLetIN",13,4.62,1445.15,0.645161290322581
"30363","scintillation","sIntLeSn",13,3.81,1261.63157894737,0.59375
"30364","scion","s!@n",5,4.99,792.555555555556,0.321428571428571
"30365","scions","s!@nz",6,3.61,918.75,0.296296296296296
"30366","scissor","sIz#",7,5.58,784.038461538462,1
"30367","scissoring","sIz#IN",10,3.81,926.703703703704,0.931034482758621
"30368","scissors","sIz#z",8,7.22,768.035714285714,0.933333333333333
"30369","sclerosis","skl#rosIs",9,7.02,1139.5,0.903225806451613
"30370","scoff","skOf",5,6.02,706.275862068965,1
"30371","scoffed","skOft",7,5.46,770.928571428571,0.933333333333333
"30372","scoffing","skOfIN",8,4.42,774.875,0.827586206896552
"30373","scold","skold",5,5.2,719.034482758621,1
"30374","scolding","skoldIN",8,5.3,730.166666666667,0.967741935483871
"30375","scone","skon",5,4.49,737.333333333333,0.888888888888889
"30376","scoop","skup",5,7.85,759.769230769231,0.896551724137931
"30377","scooped","skupt",7,6.01,727.461538461538,0.896551724137931
"30378","scooping","skupIN",8,5.04,780.518518518518,0.964285714285714
"30379","scoot","skut",5,5.42,836.961538461538,0.928571428571429
"30380","scooted","skut@d",7,4.85,723.214285714286,0.96551724137931
"30381","scooter","skut#",7,6.61,686.366666666667,0.967741935483871
"30382","scooting","skutIN",8,4.06,842.714285714286,0.903225806451613
"30383","scope","skop",5,9.28,650.758620689655,1
"30384","scoped","skopt",6,5.41,766.551724137931,0.966666666666667
"30385","scopes","skops",6,6.72,661.379310344828,0.966666666666667
"30386","scorch","skOrC",6,5.24,687.703703703704,0.931034482758621
"30387","scorched","skOrCt",8,6.07,850.035714285714,0.96551724137931
"30388","scorcher","skOrC#",8,4.41,851.689655172414,0.935483870967742
"30389","score","skOr",5,10.05,730.266666666667,1
"30390","scoreboard","skOrbOrd",10,5.92,705,1
"30391","scoreboards","skOrbOrdz",11,2.48,812.935483870968,1
"30392","scorebook","skOrbUk",9,2.2,835.103448275862,1
"30393","scorecard","skOrkArd",9,6.23,876.357142857143,1
"30394","scored","skOrd",6,8.45,698.448275862069,1
"30395","scorekeeper","skOrkip#",11,3.93,743.206896551724,0.966666666666667
"30396","scoreless","skOrl@s",9,4.08,852.724137931035,1
"30397","scores","skOrz",6,9.16,737.148148148148,0.964285714285714
"30398","scoring","skOrIN",7,8.77,685.967741935484,1
"30399","scorn","skOrn",5,6.89,721.709677419355,1
"30400","scorned","skOrnd",7,5.53,777.137931034483,1
"30401","scornful","skOrnfUl",8,4.58,756.3,1
"30402","Scorpio","skOrpio",7,6.79,756.733333333333,1
"30403","scorpion","skOrpi@n",8,7.9,701.827586206897,1
"30404","Scot","skAt",4,7.25,653.931034482759,0.966666666666667
"30405","Scotch","skAC",6,7.26,649.689655172414,1
"30406","Scotchgard","skACgArd",10,2.2,910.225806451613,0.96875
"30407","Scotchman","skACm@n",9,1.39,791.961538461538,0.866666666666667
"30408","Scotland","skAtland",8,8.9,686.068965517241,1
"30409","Scots","skAts",5,7.18,749,0.966666666666667
"30410","Scotsman","skAtsm@n",8,5.84,706.074074074074,0.964285714285714
